paper_id,title,actual_decision,predicted_decision,quality_score,accept_probability,modify_probability,reject_probability,suggestions
qjnl1QUnFA,High-Fidelity Audio Compression with Improved RVQGAN,Accept (spotlight),Modify,41.7,0.0508,0.6663,0.2829,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
7Uix1eQZ8z,A State Representation for Diminishing Rewards,Accept (poster),Modify,53.1,0.1635,0.6679,0.1686,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
2Cmdh5z6ph,Discriminative Calibration: Check Bayesian Computation from Simulations and Flexible Classifier,Accept (poster),Modify,55.4,0.2314,0.586,0.1827,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
Cupr2yTFSx,Online POMDP Planning with Anytime Deterministic Guarantees,Accept (poster),Modify,63.0,0.3195,0.5648,0.1156,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
KakzVASqul,Prediction and Control in Continual Reinforcement Learning,Accept (poster),Modify,52.5,0.1402,0.6998,0.16,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
LaNeRwDrTk,Residual Q-Learning: Offline and Online Policy Customization without Value,Accept (poster),Modify,42.2,0.1314,0.5286,0.3401,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
hNpedVWwoe,Near Optimal Reconstruction of Spherical Harmonic Expansions,Accept (poster),Accept,71.1,0.4643,0.4485,0.0873,"Paper looks submission-ready; polish clarity and check reviewer-risk areas. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
h6WUKM7PCI,Towards robust and generalizable representations of extracellular data using contrastive learning,Accept (poster),Modify,53.9,0.1388,0.7269,0.1344,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
OaUT4hX40s,The Gain from Ordering in Online Learning,Accept (poster),Accept,88.3,0.7533,0.2354,0.0113,"Paper looks submission-ready; polish clarity and check reviewer-risk areas. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
swNtr6vGqg,The noise level in linear regression with dependent data,Accept (poster),Accept,77.9,0.7648,0.0255,0.2097,"Paper looks submission-ready; polish clarity and check reviewer-risk areas. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
aa8KsqfTPa,MarioGPT: Open-Ended Text2Level Generation through Large Language Models,Accept (poster),Modify,42.1,0.0835,0.6146,0.3019,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
917crxqJdA,Distribution-Free Statistical Dispersion Control for Societal Applications,Accept (spotlight),Modify,57.8,0.2704,0.5584,0.1712,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
4PkBhz18in,High Precision Causal Model Evaluation with Conditional Randomization,Accept (poster),Modify,50.0,0.184,0.5744,0.2416,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
IyYyKov0Aj,Conditional Adapters: Parameter-efficient Transfer Learning with Fast Inference,Accept (poster),Modify,47.3,0.1006,0.6766,0.2228,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
e4XidX6AHd,Gacs-Korner Common Information Variational Autoencoder,Accept (poster),Modify,63.2,0.3131,0.58,0.1069,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
OFDApY678F,Experimental Designs for Heteroskedastic Variance,Accept (poster),Modify,59.3,0.2206,0.6769,0.1025,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
IEJzoOBM0z,Estimating Causal Effects Identifiable from a Combination of Observations and Experiments,Accept (poster),Modify,52.2,0.1802,0.6215,0.1983,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
QxYzmYmQQe,Equal Opportunity of Coverage in Fair Regression,Accept (poster),Modify,43.2,0.0885,0.6252,0.2863,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
U6bhCLSPun,Last-Iterate Convergent Policy Gradient Primal-Dual Methods for Constrained MDPs,Accept (poster),Modify,58.5,0.2183,0.667,0.1148,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
gYWjI7wLhc,Differentiable sorting for censored time-to-event data.,Accept (poster),Modify,46.0,0.129,0.6018,0.2692,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
d0IEd3VgBh,On the Role of Randomization in Adversarially Robust Classification,Accept (spotlight),Accept,76.7,0.5198,0.4493,0.031,"Paper looks submission-ready; polish clarity and check reviewer-risk areas. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
6JrckqCxtl,Polyhedron Attention Module: Learning Adaptive-order Interactions,Accept (poster),Modify,56.2,0.1488,0.7506,0.1006,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
b60wLlkBta,On the Robustness of Removal-Based Feature Attributions,Accept (poster),Modify,55.2,0.1894,0.659,0.1517,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
