paper_id,conference,split,title,actual_label,predicted_decision,accept_probability,reject_probability,xai_focus,suggestion_1,suggestion_2,suggestion_3,suggestions
1107.0045,arxiv.cs.ai_2007-2017,train,Graduality in Argumentation,Reject,Modify,0.5109,0.4891,Conclusion Word Count: 507.0; Has Experiments: 0.0; Experiment detail: 0.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.",Make the novelty and contribution claims more explicit.,"Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons. Make the novelty and contribution claims more explicit. Add implementation details, code/data notes, and hyperparameters."
1107.0047,arxiv.cs.ai_2007-2017,train,Decentralized Control of Cooperative Systems: Categorization and Complexity Analysis,Reject,Modify,0.5391,0.4609,Has Conclusion: 0.0; Has Experiments: 0.0; Experiment detail: 0.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.","Add implementation details, code/data notes, and hyperparameters.","Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons. Add implementation details, code/data notes, and hyperparameters."
1107.0051,arxiv.cs.ai_2007-2017,train,On Prediction Using Variable Order Markov Models,Reject,Accept,0.7495,0.2505,Has Conclusion: 0.0; Novelty framing: 31.0; Lowest recommendation: 0.0,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Find and fix the strongest negative reviewer concern.,"Improve this paper aspect before submission. Make the novelty and contribution claims more explicit. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores. Add limitations, failure cases, and future work."
1107.0052,arxiv.cs.ai_2007-2017,train,,Reject,Modify,0.3809,0.6191,Average Title Word Length: 0.0; Has Introduction: 0.0; Introduction detail: 0.0,Improve this paper aspect before submission.,Clarify the methodology with reproducible details.,,Improve this paper aspect before submission. Clarify the methodology with reproducible details.
1107.0054,arxiv.cs.ai_2007-2017,train,A Comprehensive Trainable Error Model for Sung Music Queries,Reject,Reject,0.2671,0.7329,Conclusion Word Count: 482.0; Has Experiments: 0.0; Limitation discussion: 3.0,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Strengthen experiments with datasets, metrics, and comparisons.","Improve this paper aspect before submission. Add limitations, failure cases, and future work. Strengthen experiments with datasets, metrics, and comparisons."
1107.0055,arxiv.cs.ai_2007-2017,train,Phase Transitions and Backbones of the Asymmetric Traveling Salesman Problem,Reject,Reject,0.2304,0.7696,Conclusion Word Count: 443.0; Has Experiments: 0.0; Multi Author: 0.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.",,"Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons."
1109.082,arxiv.cs.ai_2007-2017,train,ShareBoost: Efficient Multiclass Learning with Feature Sharing,Accept,Accept,0.7249,0.2751,Has Conclusion: 0.0; Novelty framing: 19.0; Lowest recommendation: 0.0,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Find and fix the strongest negative reviewer concern.,Improve this paper aspect before submission. Make the novelty and contribution claims more explicit. Find and fix the strongest negative reviewer concern. Improve related-work coverage with precise citations. Address reviewer concerns that lowered recommendation scores.
1201.0216,arxiv.cs.ai_2007-2017,train,Building Smart Communities with Cyber-Physical Systems,Reject,Reject,0.3169,0.6831,Has Conclusion: 0.0; Methodology detail: 0.0; Has Experiments: 0.0,Improve this paper aspect before submission.,Clarify the methodology with reproducible details.,"Strengthen experiments with datasets, metrics, and comparisons.","Improve this paper aspect before submission. Clarify the methodology with reproducible details. Strengthen experiments with datasets, metrics, and comparisons. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear."
1201.2711,arxiv.cs.ai_2007-2017,train,"Ultrametric Model of Mind, I: Review",Reject,Reject,0.3026,0.6974,Conclusion Word Count: 478.0; Has Experiments: 0.0; Multi Author: 0.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.",,"Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons."
1201.3117,arxiv.cs.ai_2007-2017,train,Design of Emergent and Adaptive Virtual Players in a War RTS Game,Reject,Modify,0.3692,0.6308,Conclusion Word Count: 212.0; Title Word Count: 12.0; Average Title Word Length: 4.5,Improve this paper aspect before submission.,Improve readability by simplifying long sentences.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.","Improve this paper aspect before submission. Improve readability by simplifying long sentences. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear."
1201.388,arxiv.cs.ai_2007-2017,train,Modelling and simulation of complex systems: an approach based on multi-level agents,Reject,Reject,0.0873,0.9127,Conclusion Word Count: 1318.0; Has Experiments: 0.0; Title Word Count: 12.0,Improve this paper aspect before submission.,Improve related-work coverage with precise citations.,,Improve this paper aspect before submission. Improve related-work coverage with precise citations.
1201.3883,arxiv.cs.ai_2007-2017,train,Dynamic Shared Context Processing in an E-Collaborative Learning Environment,Reject,Modify,0.379,0.621,Conclusion Word Count: 270.0; Title Word Count: 9.0; Paper length: 3318.0,Improve this paper aspect before submission.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",Make the novelty and contribution claims more explicit.,"Improve this paper aspect before submission. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Make the novelty and contribution claims more explicit. Improve related-work coverage with precise citations."
1201.408,arxiv.cs.ai_2007-2017,train,,Reject,Reject,0.2197,0.7803,Average Title Word Length: 0.0; Has Conclusion: 0.0; Author Count: 0.0,Improve this paper aspect before submission.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",,"Improve this paper aspect before submission. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear."
1202.0837,arxiv.cs.ai_2007-2017,train,On the influence of intelligence in (social) intelligence testing environments,Reject,Reject,0.1301,0.8699,Conclusion Word Count: 652.0; Methodology detail: 0.0; Has Experiments: 0.0,Improve this paper aspect before submission.,Clarify the methodology with reproducible details.,"Strengthen experiments with datasets, metrics, and comparisons.","Improve this paper aspect before submission. Clarify the methodology with reproducible details. Strengthen experiments with datasets, metrics, and comparisons."
1202.0984,arxiv.cs.ai_2007-2017,train,OWL: Yet to arrive on the Web of Data?,Reject,Reject,0.1358,0.8642,Contains Question: 1.0; Methodology detail: 0.0; Conclusion Word Count: 258.0,Improve this paper aspect before submission.,Clarify the methodology with reproducible details.,"Strengthen experiments with datasets, metrics, and comparisons.","Improve this paper aspect before submission. Clarify the methodology with reproducible details. Strengthen experiments with datasets, metrics, and comparisons."
1202.3707,arxiv.cs.ai_2007-2017,train,A temporally abstracted Viterbi algorithm,Reject,Modify,0.4678,0.5322,Conclusion Word Count: 156.0; Multi Author: 0.0; Author Count: 1.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,Address reviewer concerns that lowered recommendation scores.,Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores.
1202.371,arxiv.cs.ai_2007-2017,train,Strictly Proper Mechanisms with Cooperating Players,Reject,Reject,0.1718,0.8282,Conclusion Word Count: 681.0; Methodology detail: 0.0; Has Experiments: 0.0,Improve this paper aspect before submission.,Clarify the methodology with reproducible details.,"Strengthen experiments with datasets, metrics, and comparisons.","Improve this paper aspect before submission. Clarify the methodology with reproducible details. Strengthen experiments with datasets, metrics, and comparisons."
1202.3723,arxiv.cs.ai_2007-2017,train,Approximation by Quantization,Reject,Modify,0.3732,0.6268,Methodology detail: 0.0; Conclusion Word Count: 270.0; Multi Author: 0.0,Clarify the methodology with reproducible details.,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,Clarify the methodology with reproducible details. Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern.
1202.3724,arxiv.cs.ai_2007-2017,train,Probabilistic Theorem Proving,Reject,Reject,0.259,0.741,Conclusion Word Count: 176.0; Has Experiments: 0.0; Multi Author: 0.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.",Improve related-work coverage with precise citations.,"Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons. Improve related-work coverage with precise citations."
1202.6609,arxiv.cs.ai_2007-2017,train,TOWARDS AN INTEGRATED VISUALIZATION OF SEMANTICALLY ENRICHED 3D CITY MODELS: AN ONTOLOGY OF 3D VISUALIZATION TECHNIQUES,Reject,Reject,0.2651,0.7349,Title Word Count: 16.0; Conclusion Word Count: 204.0; Has Experiments: 0.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.",Improve readability by simplifying long sentences.,"Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons. Improve readability by simplifying long sentences."
1203.1007,arxiv.cs.ai_2007-2017,train,Agnostic System Identification for Model-Based Reinforcement Learning,Accept,Modify,0.588,0.412,Conclusion Word Count: 224.0; Has Related Work: 0.0; Lowest recommendation: 0.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,Address reviewer concerns that lowered recommendation scores.,Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores. Make the novelty and contribution claims more explicit.
